Username (White),Rating (White),Title (White),Username (Black),Rating (Black),Title (Black),Result,Moves Count,Date,Tournament Game,Rating Difference,Accuracy (White),Accuracy (Black),Accuracy Difference,Time,Interval,Total Time,Game Type
nihalsarin,3136,GM,Antipov_Mikhail_Al,2931,GM,Draw,61,"Aug 23, 2023",N,205,93.5,92.8,0.7000000000000028,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2927,GM,Marty435,2871,IM,White Win,22,"Aug 23, 2023",N,56,,,,3.0,0.0,3.0,Blitz
marcodobrikov,2590,FM,Antipov_Mikhail_Al,2914,GM,White Win,49,"Aug 22, 2023",Y,-324,,,,3.0,1.0,3.8166666666666664,Blitz
Antipov_Mikhail_Al,2928,GM,DrMamaliga,2481,IM,White Win,25,"Aug 22, 2023",Y,447,96.7,78.1,18.60000000000001,3.0,1.0,3.4166666666666665,Blitz
ChessFighter_2011,2879,NM,Antipov_Mikhail_Al,2927,GM,White Win,17,"Aug 11, 2023",N,-48,88.4,78.3,10.100000000000009,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2936,GM,ChessFighter_2011,2870,NM,Black Win,60,"Aug 11, 2023",N,66,82.1,88.4,-6.300000000000011,3.0,0.0,3.0,Blitz
GM_shahin,2810,GM,Antipov_Mikhail_Al,2946,GM,Black Win,52,"Aug 10, 2023",N,-136,84.2,91.7,-7.5,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2941,GM,Elsa167,2984,GM,White Win,33,"Aug 10, 2023",N,-43,95.4,85.4,10.0,3.0,0.0,3.0,Blitz
Elsa167,2993,GM,Antipov_Mikhail_Al,2932,GM,White Win,42,"Aug 10, 2023",N,61,91.4,84.8,6.6000000000000085,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2939,GM,Elsa167,2986,GM,Black Win,48,"Aug 10, 2023",N,-47,83.8,89.6,-5.799999999999997,3.0,0.0,3.0,Blitz
Elsa167,2979,GM,Antipov_Mikhail_Al,2946,GM,White Win,41,"Aug 10, 2023",N,33,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2954,GM,Elsa167,2971,GM,White Win,26,"Aug 10, 2023",N,-17,98.5,90.4,8.099999999999994,3.0,0.0,3.0,Blitz
Elsa167,2980,GM,Antipov_Mikhail_Al,2945,GM,White Win,64,"Aug 10, 2023",N,35,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2957,GM,GM_shahin,2792,GM,Black Win,24,"Aug 10, 2023",N,165,,,,3.0,0.0,3.0,Blitz
Hatsummei,2841,IM,Antipov_Mikhail_Al,2969,GM,Black Win,45,"Aug 10, 2023",N,-128,81.5,88.4,-6.900000000000006,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2964,GM,Hatsummei,2846,IM,White Win,19,"Aug 10, 2023",N,118,97.5,88.3,9.200000000000003,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2958,GM,GM_Donatello,2777,GM,White Win,19,"Aug 9, 2023",N,181,92.0,84.8,7.200000000000003,3.0,0.0,3.0,Blitz
GM_Donatello,2781,GM,Antipov_Mikhail_Al,2954,GM,Black Win,15,"Aug 9, 2023",N,-173,67.3,94.5,-27.200000000000003,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2950,GM,GM_Donatello,2785,GM,White Win,58,"Aug 9, 2023",N,165,90.2,85.7,4.5,3.0,0.0,3.0,Blitz
ChessBrainiacOnTwitch,2813,NM,Antipov_Mikhail_Al,2945,GM,Draw,76,"Aug 8, 2023",N,-132,85.7,86.4,-0.7000000000000028,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2948,GM,ChessBrainiacOnTwitch,2810,NM,White Win,26,"Aug 8, 2023",N,138,,,,3.0,0.0,3.0,Blitz
Rud_Makarian,3034,IM,Antipov_Mikhail_Al,2958,GM,White Win,14,"Aug 7, 2023",N,76,97.9,94.4,3.5,3.0,0.0,3.0,Blitz
ShiroglanTalibov,2837,FM,Antipov_Mikhail_Al,2965,GM,Draw,68,"Aug 7, 2023",N,-128,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2968,GM,ShiroglanTalibov,2834,FM,Black Win,43,"Aug 7, 2023",N,134,,,,3.0,0.0,3.0,Blitz
ShiroglanTalibov,2823,FM,Antipov_Mikhail_Al,2979,GM,Black Win,56,"Aug 7, 2023",N,-156,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2974,GM,Sina_Movahed,2881,FM,White Win,35,"Aug 7, 2023",N,93,78.2,67.7,10.5,3.0,0.0,3.0,Blitz
Sina_Movahed,2887,FM,Antipov_Mikhail_Al,2968,GM,Black Win,62,"Aug 7, 2023",N,-81,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2962,GM,Sina_Movahed,2893,FM,White Win,32,"Aug 7, 2023",N,69,89.6,77.2,12.399999999999991,3.0,0.0,3.0,Blitz
Sina_Movahed,2900,FM,Antipov_Mikhail_Al,2955,GM,Black Win,34,"Aug 7, 2023",N,-55,82.0,90.5,-8.5,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2948,GM,Sina_Movahed,2907,FM,White Win,40,"Aug 7, 2023",N,41,,,,3.0,0.0,3.0,Blitz
Sina_Movahed,2914,FM,Antipov_Mikhail_Al,2941,GM,White Win,18,"Aug 7, 2023",N,-27,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2950,GM,Sina_Movahed,2905,FM,White Win,30,"Aug 7, 2023",N,45,79.9,79.6,0.30000000000001137,3.0,0.0,3.0,Blitz
Sina_Movahed,2912,FM,Antipov_Mikhail_Al,2943,GM,White Win,15,"Aug 7, 2023",N,-31,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2952,GM,Sina_Movahed,2903,FM,White Win,54,"Aug 7, 2023",N,49,74.2,71.4,2.799999999999997,3.0,0.0,3.0,Blitz
Sina_Movahed,2910,FM,Antipov_Mikhail_Al,2945,GM,Draw,122,"Aug 7, 2023",N,-35,96.0,95.9,0.09999999999999432,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2946,GM,Sina_Movahed,2909,FM,White Win,37,"Aug 7, 2023",N,37,,,,3.0,0.0,3.0,Blitz
Sina_Movahed,2916,FM,Antipov_Mikhail_Al,2939,GM,Black Win,36,"Aug 7, 2023",N,-23,,,,3.0,0.0,3.0,Blitz
kushagramohan,2756,IM,Antipov_Mikhail_Al,2931,GM,Black Win,37,"Aug 7, 2023",N,-175,82.3,87.6,-5.299999999999997,3.0,0.0,3.0,Blitz
TanitoluwaAps116,2780,FM,Antipov_Mikhail_Al,2927,GM,White Win,47,"Aug 6, 2023",N,-147,81.4,76.4,5.0,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2939,GM,TanitoluwaAps116,2768,FM,White Win,60,"Aug 6, 2023",N,171,91.7,82.1,9.600000000000009,3.0,0.0,3.0,Blitz
TanitoluwaAps116,2773,FM,Antipov_Mikhail_Al,2934,GM,Black Win,29,"Aug 6, 2023",N,-161,74.4,91.0,-16.599999999999994,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2929,GM,TanitoluwaAps116,2778,FM,White Win,28,"Aug 6, 2023",N,151,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2924,GM,blefer66,2737,GM,White Win,57,"Aug 6, 2023",N,187,,,,3.0,0.0,3.0,Blitz
joppie2,2667,GM,Antipov_Mikhail_Al,2580,GM,White Win,19,"Jul 24, 2023",Y,87,,,,10.0,2.0,10.633333333333333,Rapid
Antipov_Mikhail_Al,2589,GM,chessdjw,2505,GM,White Win,29,"Jul 24, 2023",Y,84,90.2,85.2,5.0,10.0,2.0,10.966666666666667,Rapid
Azerichess,2729,GM,Antipov_Mikhail_Al,2579,GM,White Win,34,"Jul 24, 2023",Y,150,91.3,78.4,12.899999999999991,10.0,2.0,11.133333333333333,Rapid
Antipov_Mikhail_Al,2587,GM,ChessQueen,2509,GM,White Win,38,"Jul 24, 2023",Y,78,92.0,84.7,7.299999999999997,10.0,2.0,11.266666666666666,Rapid
Antipov_Mikhail_Al,2577,GM,Njal28,2663,GM,Black Win,33,"Jul 24, 2023",Y,-86,90.1,98.1,-8.0,10.0,2.0,11.1,Rapid
BeanScreen,2442,NM,Antipov_Mikhail_Al,2587,GM,Black Win,81,"Jul 24, 2023",Y,-145,,,,10.0,2.0,12.7,Rapid
Semen_Khanin,2439,GM,Antipov_Mikhail_Al,2578,GM,Black Win,37,"Jul 24, 2023",Y,-139,,,,10.0,2.0,11.233333333333334,Rapid
Antipov_Mikhail_Al,2569,GM,Mysterio47,2462,FM,Draw,65,"Jul 24, 2023",Y,107,,,,10.0,2.0,12.166666666666666,Rapid
maciek_92,2465,GM,Antipov_Mikhail_Al,2573,GM,White Win,35,"Jul 24, 2023",Y,-108,97.2,87.3,9.900000000000006,10.0,2.0,11.166666666666666,Rapid
Antipov_Mikhail_Al,2920,GM,German_Bazeev,2817,FM,Draw,40,"Jul 23, 2023",N,103,83.1,84.3,-1.2000000000000028,3.0,0.0,3.0,Blitz
German_Bazeev,2815,FM,Antipov_Mikhail_Al,2922,GM,White Win,31,"Jul 23, 2023",N,-107,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2933,GM,German_Bazeev,2804,FM,White Win,23,"Jul 23, 2023",N,129,,,,3.0,0.0,3.0,Blitz
German_Bazeev,2809,FM,Antipov_Mikhail_Al,2928,GM,White Win,21,"Jul 23, 2023",N,-119,88.2,78.2,10.0,3.0,0.0,3.0,Blitz
alexrustemov,2800,GM,Antipov_Mikhail_Al,2939,GM,Black Win,36,"Jul 23, 2023",N,-139,90.9,96.0,-5.099999999999994,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2934,GM,German_Bazeev,2791,FM,White Win,78,"Jul 23, 2023",N,143,,,,3.0,0.0,3.0,Blitz
German_Bazeev,2796,FM,Antipov_Mikhail_Al,2929,GM,Black Win,26,"Jul 23, 2023",N,-133,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2924,GM,German_Bazeev,2801,FM,White Win,14,"Jul 23, 2023",N,123,88.7,79.8,8.900000000000006,3.0,0.0,3.0,Blitz
ChessLover0108,2913,GM,Antipov_Mikhail_Al,2919,GM,Black Win,32,"Jul 23, 2023",N,-6,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2911,GM,ChessLover0108,2922,GM,Black Win,43,"Jul 23, 2023",N,-11,86.5,93.8,-7.299999999999997,3.0,0.0,3.0,Blitz
ChessLover0108,2912,GM,Antipov_Mikhail_Al,2919,GM,White Win,42,"Jul 23, 2023",N,-7,83.5,80.0,3.5,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2928,GM,ChessLover0108,2902,GM,Black Win,19,"Jul 23, 2023",N,26,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2937,GM,NodariousBIG,2817,IM,Black Win,43,"Jul 21, 2023",N,120,84.7,96.5,-11.799999999999997,3.0,0.0,3.0,Blitz
NodariousBIG,2806,IM,Antipov_Mikhail_Al,2948,GM,Black Win,29,"Jul 21, 2023",N,-142,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2943,GM,NodariousBIG,2811,IM,Black Win,56,"Jul 21, 2023",N,132,,,,3.0,0.0,3.0,Blitz
NodariousBIG,2800,IM,Antipov_Mikhail_Al,2954,GM,Black Win,43,"Jul 21, 2023",N,-154,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2949,GM,NodariousBIG,2805,IM,White Win,35,"Jul 21, 2023",N,144,,,,3.0,0.0,3.0,Blitz
NodariousBIG,2810,IM,Antipov_Mikhail_Al,2944,GM,Black Win,35,"Jul 21, 2023",N,-134,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2939,GM,NodariousBIG,2815,IM,White Win,36,"Jul 21, 2023",N,124,,,,3.0,0.0,3.0,Blitz
JeRoma71,2853,FM,Antipov_Mikhail_Al,2933,GM,White Win,59,"Jul 21, 2023",N,-80,87.8,80.4,7.3999999999999915,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2943,GM,JeRoma71,2843,FM,White Win,57,"Jul 21, 2023",N,100,,,,3.0,0.0,3.0,Blitz
turayev_shahruh17,2726,NM,Antipov_Mikhail_Al,2937,GM,Black Win,32,"Jul 21, 2023",N,-211,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2933,GM,turayev_shahruh17,2730,NM,White Win,40,"Jul 21, 2023",N,203,,,,3.0,0.0,3.0,Blitz
turayev_shahruh17,2734,NM,Antipov_Mikhail_Al,2929,GM,Black Win,28,"Jul 21, 2023",N,-195,,,,3.0,0.0,3.0,Blitz
German_Bazeev,2847,FM,Antipov_Mikhail_Al,2925,GM,Black Win,50,"Jul 21, 2023",N,-78,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2918,GM,FaustinoOro,2707,FM,White Win,27,"Jul 20, 2023",N,211,94.6,78.6,16.0,3.0,0.0,3.0,Blitz
FaustinoOro,2711,FM,Antipov_Mikhail_Al,2914,GM,Black Win,26,"Jul 20, 2023",N,-203,71.6,83.5,-11.900000000000006,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2910,GM,FaustinoOro,2715,FM,White Win,37,"Jul 20, 2023",N,195,86.1,80.4,5.699999999999989,3.0,0.0,3.0,Blitz
FloydFerris,2833,GM,Antipov_Mikhail_Al,2906,GM,White Win,58,"Jul 19, 2023",N,-73,71.7,69.3,2.4000000000000057,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2916,GM,FloydFerris,2823,GM,Black Win,20,"Jul 19, 2023",N,93,74.6,79.7,-5.1000000000000085,3.0,0.0,3.0,Blitz
FloydFerris,2812,GM,Antipov_Mikhail_Al,2927,GM,Black Win,48,"Jul 19, 2023",N,-115,85.8,88.5,-2.700000000000003,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2921,GM,promen1999,2938,GM,Black Win,25,"Jul 19, 2023",N,-17,,,,3.0,0.0,3.0,Blitz
promen1999,2930,GM,Antipov_Mikhail_Al,2929,GM,White Win,55,"Jul 19, 2023",N,1,72.3,73.4,-1.1000000000000085,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2937,GM,promen1999,2922,GM,Black Win,24,"Jul 19, 2023",N,15,79.1,91.7,-12.600000000000009,3.0,0.0,3.0,Blitz
promen1999,2913,GM,Antipov_Mikhail_Al,2946,GM,Black Win,50,"Jul 19, 2023",N,-33,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2938,GM,promen1999,2921,GM,Draw,41,"Jul 19, 2023",N,17,72.8,69.8,3.0,3.0,0.0,3.0,Blitz
promen1999,2921,GM,Antipov_Mikhail_Al,2938,GM,White Win,25,"Jul 19, 2023",N,-17,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2947,GM,promen1999,2912,GM,White Win,28,"Jul 19, 2023",N,35,94.1,75.5,18.599999999999994,3.0,0.0,3.0,Blitz
promen1999,2920,GM,Antipov_Mikhail_Al,2939,GM,White Win,26,"Jul 19, 2023",N,-19,,,,3.0,0.0,3.0,Blitz
Antipov_Mikhail_Al,2948,GM,promen1999,2911,GM,Black Win,35,"Jul 19, 2023",N,37,,,,3.0,0.0,3.0,Blitz
promen1999,2902,GM,Antipov_Mikhail_Al,2957,GM,Black Win,13,"Jul 19, 2023",N,-55,,,,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3013,IM,artin10862,2928,FM,White Win,45,"Sep 20, 2023",N,85,91.5,82.7,8.799999999999997,3.0,0.0,3.0,Blitz
artin10862,2934,FM,Mykola-Bortnyk,3007,IM,White Win,20,"Sep 20, 2023",N,-73,92.6,76.3,16.299999999999997,3.0,0.0,3.0,Blitz
HansOnTwitch,3042,GM,Mykola-Bortnyk,3017,IM,Black Win,71,"Sep 11, 2023",N,25,81.2,84.4,-3.200000000000003,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3008,IM,HansOnTwitch,3051,GM,Black Win,61,"Sep 11, 2023",N,-43,84.8,89.5,-4.700000000000003,3.0,0.0,3.0,Blitz
HansOnTwitch,3044,GM,Mykola-Bortnyk,3015,IM,Black Win,48,"Sep 11, 2023",N,29,89.8,95.7,-5.900000000000006,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3006,IM,HansOnTwitch,3053,GM,Black Win,39,"Sep 11, 2023",N,-47,79.9,92.1,-12.199999999999989,3.0,0.0,3.0,Blitz
HansOnTwitch,3046,GM,Mykola-Bortnyk,3013,IM,Black Win,31,"Sep 11, 2023",N,33,86.7,96.7,-10.0,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3004,IM,HansOnTwitch,3055,GM,Black Win,21,"Sep 11, 2023",N,-51,83.8,96.5,-12.700000000000003,3.0,0.0,3.0,Blitz
HansOnTwitch,3048,GM,Mykola-Bortnyk,3011,IM,White Win,36,"Sep 11, 2023",N,37,94.1,83.1,11.0,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3018,IM,HansOnTwitch,3041,GM,White Win,65,"Sep 11, 2023",N,-23,88.0,85.8,2.200000000000003,3.0,0.0,3.0,Blitz
HansOnTwitch,3050,GM,Mykola-Bortnyk,3009,IM,Black Win,73,"Sep 11, 2023",N,41,80.8,83.4,-2.6000000000000085,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3000,IM,HansOnTwitch,3059,GM,White Win,58,"Sep 11, 2023",N,-59,83.0,76.8,6.200000000000003,3.0,0.0,3.0,Blitz
HansOnTwitch,3069,GM,Mykola-Bortnyk,2990,IM,White Win,39,"Sep 11, 2023",N,79,88.2,82.0,6.200000000000003,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2997,IM,HansOnTwitch,3062,GM,Black Win,31,"Sep 11, 2023",N,-65,79.7,89.0,-9.299999999999997,3.0,0.0,3.0,Blitz
HansOnTwitch,3055,GM,Mykola-Bortnyk,3004,IM,White Win,34,"Sep 11, 2023",N,51,96.3,86.9,9.399999999999991,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3011,IM,HansOnTwitch,3048,GM,Draw,84,"Sep 11, 2023",N,-37,74.1,72.2,1.8999999999999915,3.0,0.0,3.0,Blitz
HansOnTwitch,3049,GM,Mykola-Bortnyk,3010,IM,Black Win,33,"Sep 11, 2023",N,39,81.6,90.0,-8.400000000000006,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3001,IM,HansOnTwitch,3058,GM,Draw,31,"Sep 11, 2023",N,-57,98.9,99.2,-0.29999999999999716,3.0,0.0,3.0,Blitz
HansOnTwitch,3059,GM,Mykola-Bortnyk,3000,IM,White Win,33,"Sep 11, 2023",N,59,93.0,86.3,6.700000000000003,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3007,IM,HansOnTwitch,3052,GM,White Win,47,"Sep 11, 2023",N,-45,83.6,80.3,3.299999999999997,3.0,0.0,3.0,Blitz
HansOnTwitch,3061,GM,Mykola-Bortnyk,2998,IM,Black Win,38,"Sep 11, 2023",N,63,78.5,85.5,-7.0,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2988,IM,HansOnTwitch,3071,GM,Black Win,39,"Sep 11, 2023",N,-83,85.4,93.8,-8.399999999999991,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2994,IM,GroovyKettle,2957,GM,White Win,48,"Sep 7, 2023",N,37,84.2,79.0,5.200000000000003,3.0,0.0,3.0,Blitz
GroovyKettle,2964,GM,Mykola-Bortnyk,2987,IM,White Win,33,"Sep 7, 2023",N,-23,88.2,75.2,13.0,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2996,IM,GroovyKettle,2955,GM,White Win,70,"Sep 7, 2023",N,41,89.4,81.3,8.100000000000009,3.0,0.0,3.0,Blitz
tjychess,2899,GM,Mykola-Bortnyk,2989,IM,Black Win,49,"Sep 7, 2023",N,-90,92.4,92.8,-0.3999999999999915,3.0,0.0,3.0,Blitz
HansOnTwitch,3098,GM,Mykola-Bortnyk,2983,IM,White Win,45,"Sep 7, 2023",N,115,93.3,88.4,4.8999999999999915,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2989,IM,HansOnTwitch,3092,GM,Black Win,76,"Sep 7, 2023",N,-103,78.9,79.4,-0.5,3.0,0.0,3.0,Blitz
HansOnTwitch,3086,GM,Mykola-Bortnyk,2995,IM,White Win,34,"Sep 7, 2023",N,91,88.6,79.1,9.5,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3001,IM,HansOnTwitch,3080,GM,Black Win,34,"Sep 7, 2023",N,-79,81.8,87.3,-5.5,3.0,0.0,3.0,Blitz
HansOnTwitch,3074,GM,Mykola-Bortnyk,3007,IM,White Win,51,"Sep 7, 2023",N,67,95.2,89.7,5.5,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3014,IM,HansOnTwitch,3067,GM,White Win,23,"Sep 7, 2023",N,-53,88.2,74.5,13.700000000000003,3.0,0.0,3.0,Blitz
HansOnTwitch,3077,GM,Mykola-Bortnyk,3004,IM,Black Win,61,"Sep 7, 2023",N,73,87.0,93.5,-6.5,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2994,IM,HansOnTwitch,3087,GM,Black Win,68,"Sep 7, 2023",N,-93,70.1,70.5,-0.4000000000000057,3.0,0.0,3.0,Blitz
HansOnTwitch,3081,GM,Mykola-Bortnyk,3000,IM,White Win,46,"Sep 7, 2023",N,81,85.3,79.9,5.3999999999999915,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3006,IM,HansOnTwitch,3075,GM,White Win,93,"Sep 7, 2023",N,-69,94.1,94.5,-0.4000000000000057,3.0,0.0,3.0,Blitz
HansOnTwitch,3085,GM,Mykola-Bortnyk,2996,IM,White Win,45,"Sep 7, 2023",N,89,93.5,89.4,4.099999999999994,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3002,IM,HansOnTwitch,3079,GM,Draw,81,"Sep 7, 2023",N,-77,91.3,92.1,-0.7999999999999972,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,3000,IM,Nitzan_Steinberg,2891,GM,White Win,48,"Sep 7, 2023",N,109,89.0,81.5,7.5,3.0,0.0,3.0,Blitz
sergiochess83,2934,GM,Mykola-Bortnyk,2994,IM,Black Win,49,"Sep 7, 2023",N,-60,79.9,81.6,-1.6999999999999886,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2987,IM,sergiochess83,2941,GM,White Win,54,"Sep 7, 2023",N,46,66.5,73.2,-6.700000000000003,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2980,IM,eljanov,2901,GM,White Win,43,"Sep 7, 2023",N,79,73.6,69.2,4.3999999999999915,3.0,0.0,3.0,Blitz
eljanov,2908,GM,Mykola-Bortnyk,2973,IM,Black Win,49,"Sep 7, 2023",N,-65,79.0,83.7,-4.700000000000003,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2966,IM,eljanov,2915,GM,White Win,39,"Sep 7, 2023",N,51,83.1,75.0,8.099999999999994,3.0,0.0,3.0,Blitz
eljanov,2922,GM,Mykola-Bortnyk,2959,IM,Black Win,43,"Sep 7, 2023",N,-37,80.4,89.2,-8.799999999999997,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2951,IM,realmadridfc123,2839,FM,White Win,81,"Sep 5, 2023",N,112,83.1,89.0,-5.900000000000006,3.0,0.0,3.0,Blitz
realmadridfc123,2845,FM,Mykola-Bortnyk,2945,IM,White Win,28,"Sep 5, 2023",N,-100,89.2,73.4,15.799999999999997,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2956,IM,stollenmonster,2844,NM,White Win,29,"Sep 3, 2023",N,112,92.0,80.5,11.5,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2950,IM,Rsnr,2877,IM,Draw,103,"Aug 31, 2023",N,73,84.5,81.1,3.4000000000000057,3.0,0.0,3.0,Blitz
Rsnr,2875,IM,Mykola-Bortnyk,2952,IM,Black Win,64,"Aug 31, 2023",N,-77,66.9,68.7,-1.7999999999999972,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2945,IM,Tapuah,2854,GM,White Win,70,"Aug 31, 2023",N,91,89.3,84.0,5.299999999999997,3.0,0.0,3.0,Blitz
Gravity_Chess,2823,FM,Mykola-Bortnyk,2943,IM,Draw,76,"Aug 31, 2023",N,-120,91.0,90.9,0.09999999999999432,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2946,IM,Gravity_Chess,2820,FM,Black Win,50,"Aug 31, 2023",N,126,78.4,85.0,-6.599999999999994,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2957,IM,Itsekuri07,2787,IM,White Win,59,"Aug 31, 2023",N,170,,,,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2952,IM,BogdanDeac,3053,GM,Black Win,18,"Aug 31, 2023",N,-101,74.2,89.1,-14.899999999999991,3.0,0.0,3.0,Blitz
BogdanDeac,3047,GM,Mykola-Bortnyk,2958,IM,White Win,42,"Aug 31, 2023",N,89,89.1,81.7,7.3999999999999915,3.0,0.0,3.0,Blitz
Murad_Ibrahimli,2884,IM,Mykola-Bortnyk,2964,IM,White Win,58,"Aug 31, 2023",N,-80,,,,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2974,IM,Murad_Ibrahimli,2874,IM,White Win,65,"Aug 31, 2023",N,100,,,,3.0,0.0,3.0,Blitz
LiamPutnam2008,2805,FM,Mykola-Bortnyk,2968,IM,Black Win,74,"Aug 31, 2023",N,-163,75.9,81.4,-5.5,3.0,0.0,3.0,Blitz
Chessmissile07,2856,FM,Mykola-Bortnyk,2963,IM,White Win,44,"Aug 31, 2023",N,-107,89.6,74.9,14.699999999999989,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2974,IM,Chessmissile07,2845,FM,White Win,37,"Aug 31, 2023",N,129,93.9,84.2,9.700000000000003,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2936,IM,NikaVolkov,2922,NM,Black Win,66,"Aug 31, 2023",N,14,61.0,64.3,-3.299999999999997,1.0,0.0,1.0,Bullet
NikaVolkov,2913,NM,Mykola-Bortnyk,2945,IM,White Win,50,"Aug 31, 2023",N,-32,,,,1.0,0.0,1.0,Bullet
Njal28,3009,GM,Mykola-Bortnyk,2972,IM,Draw,60,"Aug 31, 2023",N,37,95.9,96.1,-0.19999999999998863,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2971,IM,Njal28,3010,GM,Black Win,38,"Aug 31, 2023",N,-39,76.7,89.7,-13.0,3.0,0.0,3.0,Blitz
Fibrinogen,2783,FM,Mykola-Bortnyk,2978,IM,Black Win,34,"Aug 20, 2023",N,-195,71.5,76.3,-4.799999999999997,3.0,0.0,3.0,Blitz
Mykola-Bortnyk,2974,IM,Fibrinogen,2787,FM,White Win,26,"Aug 20, 2023",N,187,,,,3.0,0.0,3.0,Blitz
ChessBrainiacOnTwitch,2980,NM,Mykola-Bortnyk,2956,IM,White Win,65,"Aug 20, 2023",N,24,68.0,65.2,2.799999999999997,0.5,0.0,0.5,Bullet
Mykola-Bortnyk,2964,IM,ChessBrainiacOnTwitch,2972,NM,Draw,45,"Aug 20, 2023",N,-8,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2972,NM,Mykola-Bortnyk,2964,IM,White Win,61,"Aug 20, 2023",N,8,,,,0.5,0.0,0.5,Bullet
Mykola-Bortnyk,2972,IM,ChessBrainiacOnTwitch,2964,NM,White Win,25,"Aug 20, 2023",N,8,,,,0.5,0.0,0.5,Bullet
ChessBrainiacOnTwitch,2972,NM,Mykola-Bortnyk,2964,IM,White Win,55,"Aug 20, 2023",N,8,,,,0.5,0.0,0.5,Bullet
